User,URL,Timestamp,Comment
@user-rf9nb9mz2r,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugw4LT-IA8davVXjbUV4AaABAg,4 дня назад,Йттің баласыс қолын сндырыу керек еді қыз балаға қол көтерген көргенсіз
@LIFEHACKS.7.,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwO5a2ImTQM_n81t594AaABAg,4 дня назад,Осы мектептің улдары кайда мынанын мурнын бет қылу керекқо.
@dinamukhanaliyeva9096,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugx9QF7Q7qNElMjxOFh4AaABAg,4 дня назад,"Офигеть. Почему административн ответственеость? Это же уголовка. Растут"" бишимбайчики""."
@MmmemDuj-el3xn,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugy3_4b7iZp924_3xTx4AaABAg,4 дня назад,Есірген ессіз топасты жазаға тарту керек !
@user-us2ge7rl8f,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxBwi2J854XrflJWFt4AaABAg,4 дня назад,Жұмыстан шығарсын әкесін
@user-bm8tp3ds7w,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxjELuS7VkXAI8ShMp4AaABAg,4 дня назад,"Аяма , шенеунік баласы болса қайтеді, баласына жауап берсін"
@user-cu5vv7kd3h,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzySEFe_dG2CbzpMjx4AaABAg,4 дня назад,Мұрын сындыру денеге жеңіл жарақат салу екеніне білмепін
@user-hd2rr8eg9y,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzisCG4xzpk8DwEDhl4AaABAg,4 дня назад,"Жазалансын бұл бала, қылмыстық жаза қолданылсын."
@user-xi8mt6rm1r,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz4IO0DVG6XiUqQx3t4AaABAg,4 дня назад,МАЛЫЕ  БИШИМБАЕВЫ РАСТУТ ВИДЯТЬ  ЗАКОН  ДЛЯ  ПРАВИТЕЛЕЙ  НЕ  РАСПРАСТРАНЯЕТСЯ .
@user-hs3iz5qy5m,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugx_7PAt12gzcZtxgVh4AaABAg,4 дня назад,Қылмыстық іс қозғап әке шешесін жұмыстан шеттету керек
@rysbayev,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyEJDyKkDsa3X1kTAV4AaABAg,4 дня назад,"Сол ауылдың жігіттері, күшікті ұстап алып жасап жіберіңдер"
@user-wu5ki7nz1q,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwoGcaRmEV4H2RmALh4AaABAg,4 дня назад,МЫНА ШӘЛТІКТІҢ ҚЫЗДЫ ҰРҒАН ҚОЛЫН СЫНДЫРУ КЕРЕК .ТУЫСТАРЫ БАРМА ҚЫЗДЫҢ.
@rahat-ulserik6jm9sn7m,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyjLeFdXtEt6_41IUt4AaABAg,4 дня назад,Бұл не масқара
@user-sw7hu1yf5f,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugzjk4wN-pfLKkW-oz14AaABAg,4 дня назад,"Әкім әкесі қатынын ұратын боп тұр ғой,баласы қайдан көрді,қыз баланы ұратын.Әкімдіктен шығару керек,"
@user-sy2en1ke4t,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugwunj6L0wqr_Y26m4V4AaABAg,3 дня назад,Мынадай құтырғандарды жазаламаса арты жақсы болмайды тәрбие жоқ
@user-kb4wm3nr9y,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugx2pUGF3rdqi0UMrVt4AaABAg,3 дня назад,Мынаның әкесін таныту керек !
@user-ng1cu4ug5l,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzKTrAH5aD-eSJwhul4AaABAg,3 дня назад,Телесный повреждения уголовный дело надо возбужлать.
@erikkosmagan1905,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxXc4Xnxdn_xWqL5TR4AaABAg,4 дня назад (изменено),Ата анасын Көрсетіп жарйа қылмайды осын тағыда барды осы іске
@NursiLepesbaeva,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz-T8NmjRW0n5Z4ch14AaABAg,3 дня назад,Әлден қызға қол көтерет ержер жеткесін Салтанаттың күнін қайталамасына кім кепіл осы бастан шар қолдану керек бұл балаға
@user-jl9yn6lo4h,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxEpPFa3nWCYFVRx5F4AaABAg,4 дня назад,"Канша бай болсанда тарбие көрмеген байлар бала тарбиелеуге уакыттары жок олардын өздерін тарбиелеу керек.  Кыз балага кол көтермеу керек жай гана сөзбенде ренжітпеу керек.  Осыныда уйрету керекпа. Ол болашак ана ,ол сенін карындасың. Кыз бала нәзік. Ер адамның әлсйз адамга кыз балага кол котергені өзі әлсіз екенін корсетеді және ең сорлының сорлысы деген."
@user-kc6xw7uy1r,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwIVepHfy88awTu7u54AaABAg,4 дня назад (изменено),"шсс детский колонияга камалсын, ертен мына корбак оссе адам олтирседе камалмайдыго, Самат Абиш кусап условный бередиго.... "
@Dariyalive,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugyx-q4_B0RR6qakTvB4AaABAg,4 дня назад,А где были все эти правозащитные организации по правам детей когда этнических казахов насиловали в школах и садиках ? Когда педофилов до сих пор не нашли либо не превлекли к ответсвенности ? Или мы не люди ?
@user-zh2dy8yr3t,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzdiRzj-4BnU_SaS154AaABAg,4 дня назад,Жана колдансын
@user-zu8hg2zy7j,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugx4FtFLqibOqwBH-q14AaABAg,4 дня назад,"Если в семье не учили,что нельзя трогать девочек ,не то что бить,какой мужчина вырастет из этого отпрыска?!"
@user-pc6wc4tv2n,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugytd4uBEP0jqdCBJzl4AaABAg,4 дня назад,Ауылда Еркектер жокпа ол балага мурын сынганды озине корсететин
@sussyhope9582,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz3kQxm3A_lQ2RLyGp4AaABAg,4 дня назад,в Алматы в колледже над аульским парнем посмеялся русский парен. аульский парень выбил сразу два зуба. так что отвечайте за язык
@SholpanBaltabaikyzyYesbolgan,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzqHLSfLMeFyGkqdVp4AaABAg,3 дня назад,Болып толып өскен баланың тәрбиесіне жауаптылар жазасын алар.
@user-lt2kk7gx3c,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxgfYM4sRzMcH4qkV54AaABAg,4 дня назад,Не сұмдық
@user-vm5qf5cc8n,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzAYHH3S1o8ZX2Kwj94AaABAg,4 дня назад,"Где охрана,где другие ученики,где учителя ,побил как пацана,жесть"
@user-dq2iy4vu3o,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyDEPGDGTZoRmPww4F4AaABAg,2 дня назад,"Қыздың өзі бірдеңе деген шығар өзге ұлттың қызы, қазаққа."
@zhaqenaybalta6004,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz7kjhpTjmE5QP30pF4AaABAg,4 дня назад,"Посмотрите сначала полное видео. Девочка буллит в открытую пацана, тот в свою очередь пытается уйти несколько раз"
@user-of2hh5kx5z,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugyyjb_K4J4ltVN4dsV4AaABAg,4 дня назад,Қыз балаға қол көтерген оңбайды.Тоқ бала өмір алда уақыт емші
@user-pc6wc4tv2n,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugw-N3p85kVQy5IFkkV4AaABAg,4 дня назад,Анау менин карындасым болганда сен кутылмас един менен кимнин баласы болсанда
@user-jj8rl5wt9e,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzcIW73B7GQ1kAX8Sp4AaABAg,4 дня назад,Молодой борзый- боксер.Приемы бокса что ли пробует на девочке? Беспредел!  Будущий бешимбаев! Явно наказание необходимо!
@user-wn4nk6rv9q,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz6zTns0UsecJaUlnR4AaABAg,3 дня назад,"Қыз өзі кінәл, і ұлдын артвнан қалмай боқтық сөздер айтып жүкесін тоздырған,  телеграмда видео бар көріндер"
@user-ce7oh3xh7o,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyWekF01O8ygJToUCh4AaABAg,4 дня назад,Құзырлы органдар бұл жөнінде нақтылы шешім шығарды деп ойлаймыз 🇰🇿🇰🇿🇰🇿
@kitana2057,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwO1GqC40A3kkXNKzF4AaABAg,4 дня назад,Он нападёт на водительницу автобуса и умрут люди в будущем.
@user-zk2zm5sv8e,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz0gigaqMq1c62SpGZ4AaABAg,3 дня назад,"Бұл қазақстын,   байлар білгенін жасайды қарапайым халық мұрны сынады алла аяамсын кіналілерді"
@user-pc6wc4tv2n,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugxn5cImCxGzt4TrCn54AaABAg,4 дня назад,Ким болсада мен болганымда ыстап алып корсетер едим
@so1yawq,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyJ__QVReclGX8skOB4AaABAg,4 дня назад,Қолын сындыратын адам жоқ екен.
@user-yr1cg6ug2f,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwD2Ijz23UiuOAud6B4AaABAg,4 дня назад,Ой жарайды елде боксшы жигитимиз кооп болсын ертен елге бираз алтын акеледы.
@farihaahmetova1868,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzGsWrJPKBjwkWbfwZ4AaABAg,3 дня назад,"Антұрған әкенің имансыз, мейірімсіз ұлы. Ол қартайған әкесіне осылай қол жұмсар келешекте."
@user-wl5kh5lx7j,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwatxzrAoqCEjnn54x4AaABAg,4 дня назад,Мурын сынса ол кызда болашакта аллергия болады
@user-ng1cu4ug5l,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyuZCyuYF3KtdazesF4AaABAg,3 дня назад,Чиновниктин баласына зан жокпа бул не деген сумдык. Зан баримизге ортак зан алдында жауап берсин. 2 ши . Бишимбаев кой мына бала акесинде жауапка тарту керек дурыс тарбие бермеген баласына.
@user-kx4cd8vj5e,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugw19E9xMlBsyD28QC14AaABAg,2 дня назад,Тәрбие жоқ қой біздің кезде қыздарға қол жұмсамақ тұғыл дауыс көтермеуші едік заман не болып барады
@user-rm8xt2fq3f,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugxp-i6zMS-k6kHVpdp4AaABAg,4 дня назад,Неге видеоны толык корсетпединдер.
@user-lk5me8bq3i,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugxvg8B9CdBLlbqCI3N4AaABAg,17 часов назад,"Қазақта...қыз балаға қол көтеруге болмайды деп тәрбиелейді. Енді тәрбиеге мойынсынбайтындар қазір көбейіп кетті...демек қатаң жаза оларға , не Заңға , не Дәстүрге бағынбайтындарға !!!"
@bolatmusaev73,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyLadqewwMn2-uqQsB4AaABAg,3 дня назад,Осындай айуандар ертең ел басқарады қыз балаға қалай қол көтереді қолың сыңғыр тәрбие тәртіп вапше көрмеген
@user-mz4lz5di1h,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugy6gW7j7S9fVT6zPQR4AaABAg,4 дня назад,Ана  Қыздың  үйінде  Ер  Адам барма .
@tlesheskaliev3705,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxYUP5hrpI9gycgwMR4AaABAg,11 часов назад,Әкімнің балдары сотталмайсың деген заң шыгарыңдар енді
@user-yz1ci2lp3y,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugzf7vL7CLtRUOlMnht4AaABAg,4 дня назад,Мен мына  акимнин балансын мугедек кылатын едим соталып кетсемде
@driver450,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz6pVW3IBqXDeyt28V4AaABAg,3 дня назад,"Во всех школах беспорядки, буллинг!"
@user-nt4ug7qb4g,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzgH97_gSW1aCrEulF4AaABAg,4 дня назад,Ойбай зан барине бирдеи.мурнынтзакымдады ау.
@user-cs5nh7ex5e,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugx3zJ6KkYMoH_58T-p4AaABAg,4 дня назад,"Оган руксат, ол бастыктын баласы го"
@dianalive8367,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxkY3EbtmIFIF3JLM14AaABAg,2 дня назад,"Мұрын сынғанмен қатар миына  сотрясение алады. Бұл әкімнің баласына әкім әкесі нәзік жандыларға, балаларға және қарттар мен мүгедектерге қол көтермеуді тәрбие беруінде жіберіп алса, онда, аудан әкімі әкім болып жұмыс істеуге моральдық хұқығы жоқ! Ал, бұл тентек баланы полиция бөліміндегі жасөспірімдер бойынша жұмыс істейтін инспекторға учетқа қою керек те түзелгенін қадағалап отыру керек."
@tlesheskaliev3705,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz5w23-f0-y54cDuOp4AaABAg,11 часов назад,Біздің әділетсіз биліктен ода шыгады.шенеуліктің баласы сотталмайсың деген заңда шыгара қояды.өздеріне ыңгайлап
@user-rd8ym7pv8n,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzjYnPpD_22Lom6a6F4AaABAg,3 дня назад,Жаза қатаң болу керек әдейі ұрып тұрғой. Есепке алып қойыңдар. Шендінің баласы болса елдің баласын ұра беру керекпа.
@patriots.,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwX5ZpFuqFtmR8n9aB4AaABAg,1 день назад,"В особенности обращаю внимание сторон покушавшего....на минуточку задумайтесь , что если на месте той девочки была бы ваша  дочка,М? Какова бы была ваша реакция на данную ситуацию?"
@gammumu3021,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugw92pKyQrfyZFFwOyx4AaABAg,20 часов назад,"Балың өзін ұстап алып, мұрнын бұзып, тістерін түсуру кере"
@user-cs5nh7ex5e,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxuViXUmLOghvoQUVV4AaABAg,4 дня назад,Бишимбаевтын баласы го
@user-ov4ur9np1e,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzDoTXucCBzZZNAv4V4AaABAg,3 дня назад,Шенеуніктін ұлы болса ұраберу керек па Мына ұрып тұрған Баланын өзін ұрсын Қыздын әкесі әбден құтырған Шенеунік болса Өзіне шенеунік болсын
@aidos4381,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyQ-fzRSDjTM-TwGIt4AaABAg,4 дня назад (изменено),"Ужас. Кандай тәрбие береді ұлына.

Девочке скорейшего выздоровления. А сыну чиновника чтобы все вернулось к ним в ближайшее время."
@Zhanbo87,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz3DfSAoEkUniHw48V4AaABAg,4 дня назад,Акимннин баласы болып турго
@user-un2fl3sz2x,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugy9IUg4gjQTH2UdhHJ4AaABAg,2 дня назад,"ЗАН БАР БОЛСА, ӘКЕСИН ЖУМЫСТАН ШЫГАРСЫН, КЫЗ БАЛАГА КОЛ КОТЕРГЕНИ КАЛАЙ КЕТТИ , ӘКЕСИ ТРЕУИШИМ МАГАН ЕШТЕНЕ ИСТЕЙ АЛМАЙ ДЕП ТУРГАН ШЫГАР"
@user-fj7nx1dz7d,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz2IZaKOQQIs-Nmamp4AaABAg,3 дня назад,Ол сыныптың ұлдары қайда
@alidinmukhammed7582,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugwx4W0FCw_jZS1HAHl4AaABAg,18 часов назад,ОРЫСША ТӘРБИЕ СОНДАЙ БОЛАД...!!!
@jibekatym2023,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyUsrK-OZa2HMpc_W94AaABAg,1 день назад,"Бала мемьяда не көреді, соны жасайды. Факт."
@user-te3yn3hf3z,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugye6rTSw1W9T1DLTfx4AaABAg,4 дня назад,"Мұрнын сындырып, аздап сарапина деген екенғой. Әуелі видио болмаса мұрнын өзі сындырды дейді екенда. Жеңіл жарақат, онда сол іс қозғап шешім шығарған адамның мұрнын сындырып әкімшілік хатама бер енді деу керекқой. Бүткіл Қазақстан көрді енді бірақ ол шешімін өзгертпейдау бәріңдікі дұрыс емес деп"
@AmirKadirbergenov1988,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwpdYdAjY2bey4UFlp4AaABAg,4 дня назад,Қазақтың баласы орыстың мұрнын сындырды ғой
@user-vk9fp7hn2p,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxpmzX23KeTb7bWUit4AaABAg,4 дня назад,Әйелінді боқтасан 63 мың 500 штраф шапалақпен тартып жіберсең 15-суткага қамайды штафбен қосып. Сонда бұл қыздың мұрның сыдырып жеңіл құтылама шенеунік болса өзіне қыз бала болса келешегі олда бір отбасына ана боладыгой кімнің баласы болсада заң бәріне бірдей
@sussyhope9582,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyAa6rtgBSpze3k2zN4AaABAg,4 дня назад (изменено),за язык тоже надо отвечать девочке.  конечно родителей парня надо наказывать. но что сказала девочка?
@Docycuuc_90,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwgvpIySqsY2FAE0Jl4AaABAg,3 дня назад,14 жастан жогары кайдагы акимшилик
@user-ou4mp2bl9s,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxNrZ7t_mgb26t_wgd4AaABAg,3 дня назад,"Мынау бала науқас...жүйкесінде ауытқуы бар сияқты,қоғамнан алшақтату керек,қайдан қыз балаға сонша агрессия"
@AlashOrda-rg6gt,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxrbwzMxAT1BjH3Uep4AaABAg,1 день назад,Qizga qol ko'teruge bolama ..
@merychoi,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxrTGMXirduDVi80i94AaABAg,3 дня назад,"Детство Бишімбаева? "
@shumshum1913,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwcFAikhVgO0NOKc-R4AaABAg,3 дня назад,Қайта шенеунікке ел болып сбор жасап ақша жинап ұлының элиталық жеке қымбат мектепте оқуына жәрдесу керек сияқтығо…
@Arnold799,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxzzGFff_djQOrLTk14AaABAg,4 дня назад,Сейчас девочки и девушки наглые стали наверное чето сказала и разозлили пацанв
@user-kr5xd2qe9i,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzsNbyYoRfcyUqVDm54AaABAg,3 дня назад,Дөкейдің баласы кінәлі емес кедейдің баласы кінәлі болып тұр ғой
@user-ou3le1lx6q,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzP0KJiuO0UzjAT2Ix4AaABAg,3 дня назад,Надо наказывать таких растёт вторрй бишимбаеы что ли
@kairatesenbaev5985,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgylWXrks0nueX9adPJ4AaABAg,1 день назад,Шенеуниктин баласы болса болды ма .заң жок .кодын сындыру керек
@maratzhumashov4609,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugyc0s4te5DU9SXffEh4AaABAg,11 часов назад,Баидың баласына дымда болмаит
@Dd-eh3on,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugw2_UPCBvcibJkUEZ54AaABAg,3 дня назад,"Неге орыстар гана со́йлеп жатыр,рассияда  болган ба"
@user-nq3xt8lc3w,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwkMEizAvSh1_QVeDF4AaABAg,4 дня назад,
@saiansydyk5796,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugxew09YCTikQ-l9n-R4AaABAg,3 дня назад,Ой молодецс орысты урып
@user-qx4dw2sc5e,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwS23zry-1f90t5NQR4AaABAg,4 дня назад,Бұл не маскара осы ма жана Казакстан???????
@user-ou1kf5dg9l,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzneXUjneB2yUkfR954AaABAg,2 дня назад,Пусть уйдет с поста
@Im_QazaQ,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugz80CO8De-V7d9zIV54AaABAg,3 дня назад,Қыздың өзі боқтаған шығар
@super9725,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxqCABHNYvdWORMi154AaABAg,4 дня назад,"Қыз мазақ еткен шығар ,аты жөні жоқ ұрмайтын шығар"
@Mersedes123m,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgxALrRh01NhSOOMdp14AaABAg,4 дня назад,Казактын намысына тиетин соз айтканго сауап жигит дурус истеген
@user-kj7ni8nh1r,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzyItnMAsAf4gUpTM14AaABAg,4 дня назад,"Наверно эта ученица довела сама до такого? Надо открыто говорить об этом. Мальчик наверно не прото подошел и избил,  она довела сама до этого ?"
@Nur1kplayer,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgwBsOUixi1070MWzGl4AaABAg,19 часов назад,бәленің бәрі осы жас кезде басталады қәзірден жақсы тәрбие болмаса ертен басқа шығады
@user-ur6uj5cr3p,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgyLngB8X3467SC2RqR4AaABAg,4 дня назад,Баска балдар жокпа наказ беретин
@toloola,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugx08klRGY_rnwyyyU54AaABAg,1 день назад,Растет очередной кухонный боец.
@user-zw8ix2wg4g,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=UgzkCa-j283kYO09chl4AaABAg,16 часов назад,Отца уволить  с работы
@user-gj5ev1lb6x,https://www.youtube.com/watch?v=OBjB4t9SMHo&lc=Ugxpy7N4-Jd8WMjXvy54AaABAg,2 дня назад,МАЛЫЕ  БИШИМБАЕВЫ РАСТУТ ВИДЯТЬ  ЗАКОН  ДЛЯ  ПРАВИТЕЛЕЙ  НЕ  РАСПРАСТРАНЯЕТСЯ .
